30,27
60,6
103,28
182,130
172,9
177,36
200,126
216,28
216,103
227,125
195,18
237,49
242,50
222,18
222,195
275,83
273,271
306,280
313,41
330,182
329,28
330,130
329,103
329,216
303,271
303,273
349,262
356,242
356,50
358,338
362,169
347,121
378,30
384,349
384,262
392,172
392,9
417,72
433,242
424,349
433,356
424,262
436,331
433,50
427,419
424,384
446,237
446,49
466,186
508,275
508,83
507,207
482,18
482,195
515,109
482,222
526,62
531,395
524,90
519,265
535,438
570,198
544,72
544,417
572,541
553,120
586,411
601,77
590,438
560,380
590,535
613,265
613,519
620,63
638,295
643,424
643,349
643,262
643,384
645,24
657,258
619,156
650,24
650,645
649,60
670,393
698,458
705,454
707,574
711,110
734,545
726,28
726,103
726,216
726,329
683,18
683,195
683,482
743,156
741,570
741,198
743,619
683,222
756,148
766,100
775,481
765,357
786,758
782,607
780,720
819,458
783,622
819,698
794,26
835,200
835,126
829,738
855,342
854,226
874,680
872,705
862,845
872,454
876,854
877,738
881,156
876,226
881,743
877,829
881,619
886,881
889,237
886,156
891,705
908,263
889,49
886,743
891,872
886,619
891,454
889,446
882,857
916,214
913,850
920,419
920,427
928,359
922,570
922,741
918,498
922,198
940,881
940,886
949,27
940,156
949,30
940,743
939,622
940,619
950,9
939,783
950,172
950,392
946,323
973,731
987,383
985,928
964,854
964,876
985,359
964,226
975,186
975,466
997,662
1004,72
1004,417
1004,544
1030,258
1012,242
1030,657
1012,356
1012,50
1012,433
1028,9
1028,172
1028,950
1028,392
1024,504
1008,380
1000,380
1008,1000
1008,560
1000,560
1029,350
1041,756
1046,115
1045,507
1041,148
1033,574
1045,207
1033,707
1047,553
1047,120
1059,487
1050,665
1062,762
1048,854
1048,964
1048,876
1048,226
1081,853
1067,756
1067,1041
1067,148
1085,424
1085,349
1085,262
1085,384
1085,643
1082,865
1083,9
1084,662
1083,1028
1087,881
1094,162
1084,997
1083,172
1087,886
1088,320
1083,950
1087,156
1083,392
1087,743
1095,825
1087,619
1087,940
1100,659
1116,214
1116,916
1118,1101
1120,395
1120,531
1123,1120
1123,395
1106,918
1106,498
1107,428
1123,531
1122,203
1139,1124
1092,195
1133,835
1133,200
1092,18
1092,482
1133,126
1151,963
1092,683
1145,494
1092,222
1156,988
1166,357
1166,765
1175,336
1130,18
1179,24
1130,195
1179,645
1130,482
1179,650
1176,756
1130,222
1176,1041
1130,683
1176,148
1130,1092
1176,1067
1138,347
1138,121
1187,845
1187,862
1183,366
1212,928
1202,1048
1215,1151
1212,359
1215,963
1212,985
1195,577
1202,854
1202,964
1223,251
1202,876
1202,226
1235,515
1235,109
1230,881
1230,886
1230,156
1239,24
1230,743
1239,645
1230,619
1230,940
1239,1179
1230,1087
1243,588
1225,271
1239,650
1225,273
1266,625
1238,140
1225,303
1263,190
1274,1230
1252,1029
1272,492
1252,350
1274,881
1274,886
1274,156
1288,424
1274,743
1288,349
1289,152
1274,619
1288,262
1284,9
1274,940
1288,384
1284,1028
1274,1087
1288,643
1284,1083
1288,1085
1284,172
1284,950
1284,392
