873,674
1969,1508
2234,1718
3336,2544
3708,2832
3806,2909
3822,2919
3965,3035
3980,3047
4402,3356
4491,3414
4555,3456
4582,3476
4691,3567
4770,3630
4789,3646
4840,3691
4970,3775
4970,3775
5292,4019
5325,4044
5346,4058
5406,4107
5481,4165
5561,4225
5561,4225
5578,4235
5612,4263
5714,4344
5734,4357
5791,4401
5813,4419
5920,4504
6059,4615
6059,4615
6110,4653
6210,4730
6555,4990
6585,5012
6711,5108
6711,5108
6765,5158
6947,5288
6947,5288
6961,5299
6985,5318
7111,5416
7111,5416
7133,5434
7125,5428
7162,5456
7232,5509
7318,5576
7328,5583
7384,5624
7410,5645
7453,5678
7463,5686
7703,5878
7743,5906
7790,5940
7845,5980
7845,5980
7876,6008
7978,6090
8009,6109
8039,6132
8166,6238
8181,6251
8281,6328
8277,6324
8344,6376
8354,6385
8432,6448
8438,6453
8438,6453
8489,6490
8605,6577
8672,6627
8802,6726
8838,6757
8950,6847
8969,6861
8969,6861
9174,7016
9196,7036
9218,7052
9218,7052
9323,7127
9410,7191
9476,7242
9616,7350
9632,7359
9707,7406
9713,7411
9716,7414
9810,7484
9888,7541
9989,7624
180,136
1866,1430
1839,1411
2533,1945
1812,1391
1025,786
748,571
3163,2413
189,145
2330,1790
4355,3319
1924,1475
2470,1892
4175,3182
3080,2358
3372,2572
90,66
4077,3112
3015,2313
3454,2636
3518,2687
3759,2868
4480,3408
5347,4059
748,571
3822,2919
2987,2294
3741,2855
5229,3972
1994,1528
1118,856
4708,3580
1736,1330
1839,1411
2234,1718
5903,4490
3532,2698
3889,2971
5228,3971
5578,4235
2987,2294
250,189
3454,2636
5292,4019
1643,1265
4182,3188
4355,3319
4491,3414
5985,4560
6609,5032
3509,2682
4378,3338
2657,2035
4540,3445
3314,2528
4503,3422
1394,1068
3363,2564
3820,2917
4486,3411
7024,5348
5813,4419
6232,4746
4045,3094
5442,4134
1892,1449
2568,1971
5283,4011
6561,4994
6399,4868
3943,3018
7327,5582
5832,4433
6993,5322
6555,4990
3889,2971
4193,3197
8174,6245
6808,5188
4990,3790
6103,4649
5006,3801
8174,6245
8605,6577
6438,4898
70,51
8369,6396
3538,2702
3460,2641
3339,2547
5283,4011
8068,6156
3320,2532
7162,5456
6359,4841
8165,6237
9291,7107
5190,3941
9247,7072
