1973,1512
3336,2544
3532,2698
3980,3047
4071,3108
4840,3691
5481,4165
5561,4225
5612,4263
5734,4357
5920,4504
6210,4730
6210,4730
6765,5158
6985,5318
7125,5428
7111,5416
7232,5509
7790,5940
7850,5985
8009,6109
8010,6110
8950,6847
9196,7036
9410,7191
9632,7359
9810,7484
932,718
2533,1945
2516,1931
189,145
420,319
90,66
5347,4059
748,571
3741,2855
1994,1528
1736,1330
3532,2698
2516,1931
250,189
4182,3188
6609,5032
4491,3414
4378,3338
7024,5348
2937,2252
1892,1449
1085,831
5006,3801
70,51
3339,2547
3320,2532
9291,7107
