166,95
179,10
194,104
196,170
203,160
208,184
244,60
233,207
259,164
263,205
260,78
277,169
283,131
286,61
291,166
291,95
299,167
324,185
321,104
321,194
336,17
353,291
369,123
353,166
337,320
353,95
377,291
377,166
384,291
377,353
377,95
384,166
384,353
384,377
384,95
389,110
398,55
418,256
423,294
437,209
409,326
443,346
451,183
455,167
455,299
458,104
458,321
458,194
457,106
464,94
486,284
502,394
506,383
520,437
520,209
522,170
508,228
522,196
540,364
553,290
541,383
541,506
568,416
583,564
579,258
578,334
589,568
589,416
603,443
603,346
620,418
620,256
608,511
618,291
610,208
618,166
610,184
618,353
618,377
618,95
618,384
633,313
649,203
649,160
660,451
660,183
654,412
671,283
671,131
672,280
683,519
691,104
691,321
691,194
691,458
696,640
720,104
720,691
720,321
720,194
720,458
713,314
739,294
739,423
741,394
741,502
743,671
743,283
743,131
735,161
755,120
760,300
766,210
773,7
775,479
786,640
786,696
793,185
793,324
807,104
807,691
807,321
807,194
807,720
807,458
809,316
810,475
817,183
817,660
817,451
811,528
813,317
828,443
814,721
828,346
828,603
833,671
827,735
833,283
833,131
827,161
833,743
831,682
818,337
818,320
834,730
853,104
850,601
853,807
853,691
853,321
853,720
853,194
849,383
853,458
849,541
849,506
866,831
870,786
870,640
866,682
870,696
889,612
895,775
895,479
911,104
911,807
911,691
911,321
911,194
911,720
911,458
911,853
905,594
929,915
942,739
942,294
942,423
899,456
941,594
941,905
949,485
956,327
954,345
